obs_name,gt,gt_code
19_27811,Tumor,12
19_27816,CAF,0
19_27817,Tumor,12
19_27818,Tumor,12
19_27819,Tumor,12
19_27820,M1_macrophages,7
19_27822,Plasma_IgG,10
19_27823,Tumor,12
19_27824,Plasma_IgG,10
19_27825,Tumor,12
19_27828,M1_macrophages,7
19_27830,unknown,14
19_27831,Plasma_IgG,10
19_27833,T_cell,11
19_27834,T_cell,11
19_27836,unknown,14
19_27837,M1_macrophages,7
19_27839,Tumor,12
19_27840,Plasma_IgG,10
19_27841,Tumor,12
19_27842,Germinal_Center_Plasma_IgM_B_cell,5
19_27844,Tumor,12
19_27845,Tumor,12
19_27846,Tumor,12
19_27847,M1_macrophages,7
19_27848,CAF,0
19_27849,Tumor,12
19_27850,Tumor,12
19_27855,Tumor,12
19_27856,Tumor,12
19_27859,Tumor,12
19_27860,M1_macrophages,7
19_27861,T_cell,11
19_27862,M1_macrophages,7
19_27863,Tumor,12
19_27864,Tumor,12
19_27869,unknown,14
19_27870,unknown,14
19_27872,M1_macrophages,7
19_27873,Plasma_IgG,10
19_27874,Plasma_IgG,10
19_27876,unknown,14
19_27877,Tumor,12
19_27879,M1_macrophages,7
19_27880,Plasma_IgG,10
19_27881,Tumor,12
19_27883,High_Endothelial_Venules,6
19_27884,T_cell,11
19_27885,High_Endothelial_Venules,6
19_27886,T_cell,11
19_27889,Tumor,12
19_27890,Tumor,12
19_27892,unknown,14
19_27893,M1_macrophages,7
19_27896,Plasma_IgG,10
19_27897,Tumor,12
19_27898,Tumor,12
19_27899,Tumor,12
19_27902,unknown,14
19_27903,M1_macrophages,7
19_27904,Plasma_IgG,10
19_27906,Tumor,12
19_27907,Tumor,12
19_27910,High_Endothelial_Venules,6
19_27911,M1_macrophages,7
19_27912,High_Endothelial_Venules,6
19_27913,CAF,0
19_27914,CAF,0
19_27916,Tumor,12
19_27917,Tumor,12
19_27919,M1_macrophages,7
19_27921,High_Endothelial_Venules,6
19_27922,Plasma_IgG,10
19_27923,Tumor,12
19_27924,Tumor,12
19_27931,Plasma_IgG,10
19_27932,Tumor,12
19_27935,T_cell,11
19_27936,CAF,0
19_27937,Plasma_IgG,10
19_27939,Tumor,12
19_27940,Tumor,12
19_27941,unknown,14
19_27943,Tumor,12
19_27945,Tumor,12
19_27947,T_cell,11
19_27949,Tumor,12
19_27950,CAF,0
19_27951,Tumor,12
19_27952,Tumor,12
19_27954,Plasma_IgG,10
19_27955,Plasma_IgG,10
19_27956,Tumor,12
19_27960,Tumor,12
19_27961,CAF,0
19_27962,Plasma_IgG,10
19_27963,Tumor,12
19_27964,Tumor,12
19_27966,High_Endothelial_Venules,6
19_27968,Plasma_IgG,10
19_27969,Plasma_IgG,10
19_27970,Tumor,12
19_27971,CAF,0
19_27972,Tumor,12
19_27973,Tumor,12
19_27975,M1_macrophages,7
19_27977,unknown,14
19_27978,unknown,14
19_27980,High_Endothelial_Venules,6
19_27981,Plasma_IgG,10
19_27983,Tumor,12
19_27987,High_Endothelial_Venules,6
19_27988,T_cell,11
19_27990,Plasma_IgG,10
19_27991,Plasma_IgG,10
19_27994,unknown,14
19_27995,M1_macrophages,7
19_27996,CAF,0
19_27997,Plasma_IgG,10
19_27998,Tumor,12
19_27999,Plasma_IgG,10
19_28001,Tumor,12
19_28002,Plasma_IgG,10
19_28003,Plasma_IgG,10
19_28006,Plasma_IgG,10
19_28008,T_cell,11
19_28009,T_cell,11
19_28010,CAF,0
19_28011,unknown,14
19_28012,Tumor,12
19_28013,Tumor,12
19_28015,unknown,14
19_28016,M1_macrophages,7
19_28018,Plasma_IgG,10
19_28019,Plasma_IgG,10
19_28020,Plasma_IgG,10
19_28021,Tumor,12
19_28022,Tumor,12
19_28023,Tumor,12
19_28025,Plasma_IgG,10
19_28026,CAF,0
19_28027,CAM,1
19_28028,Tumor,12
19_28030,T_cell,11
19_28031,High_Endothelial_Venules,6
19_28032,unknown,14
19_28033,Plasma_IgG,10
19_28034,Tumor,12
19_28035,Plasma_IgG,10
19_28036,Tumor,12
19_28038,Plasma_IgA,9
19_28039,Tumor,12
19_28043,Plasma_IgG,10
19_28044,Tumor,12
19_28045,Plasma_IgG,10
19_28046,Plasma_IgG,10
19_28047,Tumor,12
19_28053,T_cell,11
19_28054,Plasma_IgG,10
19_28055,CAF,0
19_28056,High_Endothelial_Venules,6
19_28058,Plasma_IgG,10
19_28059,Tumor,12
19_28062,Plasma_IgG,10
19_28067,High_Endothelial_Venules,6
19_28068,T_cell,11
19_28069,Plasma_IgG,10
19_28072,unknown,14
19_28073,unknown,14
19_28074,M1_macrophages,7
19_28075,CAF,0
19_28077,unknown,14
19_28078,CAF,0
19_28079,Plasma_IgG,10
19_28083,T_cell,11
19_28084,T_cell,11
19_28085,Plasma_IgG,10
19_28086,Tumor,12
19_28088,T_cell,11
19_28089,Plasma_IgG,10
19_28091,Tumor,12
19_28094,CAF,0
19_28095,Plasma_IgG,10
19_28098,Tumor,12
19_28101,Fibroblasts,4
19_28102,M1_macrophages,7
19_28104,Tumor,12
19_28105,Tumor,12
19_28106,Tumor,12
19_28108,High_Endothelial_Venules,6
19_28109,Tumor,12
19_28111,High_Endothelial_Venules,6
19_28113,Tumor,12
19_28114,Tumor,12
19_28116,Tumor,12
19_28118,unknown,14
19_28120,Plasma_IgG,10
19_28121,Plasma_IgG,10
19_28124,Plasma_IgG,10
19_28125,CAM,1
19_28128,Germinal_Center_Plasma_IgM_B_cell,5
19_28129,High_Endothelial_Venules,6
19_28131,Tumor,12
19_28132,Tumor,12
19_28133,Tumor,12
19_28135,Tumor,12
19_28138,Tumor,12
19_28139,Plasma_IgG,10
19_28140,Tumor,12
19_28141,Tumor,12
19_28142,Plasma_IgG,10
19_28143,Plasma_IgG,10
19_28144,Tumor,12
19_28145,Tumor,12
19_28146,Plasma_IgG,10
19_28147,Tumor,12
19_28149,Tumor,12
19_28150,High_Endothelial_Venules,6
19_28151,unknown,14
19_28154,Plasma_IgG,10
19_28155,Tumor,12
19_28156,Tumor,12
19_28157,unknown,14
19_28161,M1_macrophages,7
19_28162,CAF,0
19_28164,Tumor,12
19_28166,M1_macrophages,7
19_28168,High_Endothelial_Venules,6
19_28169,Plasma_IgG,10
19_28170,Tumor,12
19_28173,Plasma_IgG,10
19_28174,Tumor,12
19_28175,unknown,14
19_28177,Germinal_Center_Plasma_IgM_B_cell,5
19_28178,Tumor,12
19_28180,Plasma_IgG,10
19_28181,Plasma_IgG,10
19_28184,Tumor,12
19_28185,Tumor,12
19_28190,T_cell,11
19_28192,Plasma_IgG,10
19_28193,Plasma_IgG,10
19_28194,Tumor,12
19_28195,Tumor,12
19_28198,Plasma_IgA,9
19_28199,Plasma_IgG,10
19_28200,Plasma_IgG,10
19_28201,Plasma_IgG,10
19_28202,unknown,14
19_28203,Tumor,12
19_28206,Plasma_IgG,10
19_28207,Tumor,12
19_28208,Plasma_IgG,10
19_28209,Tumor,12
19_28211,Germinal_Center_Plasma_IgM_B_cell,5
19_28212,M1_macrophages,7
19_28215,Plasma_IgG,10
19_28217,unknown,14
19_28218,unknown,14
19_28219,unknown,14
19_28220,Tumor,12
19_28221,Tumor,12
19_28223,M1_macrophages,7
19_28224,T_cell,11
19_28225,Tumor,12
19_28226,Plasma_IgG,10
19_28227,Tumor,12
19_28230,T_cell,11
19_28232,Tumor,12
19_28236,Tumor,12
19_28239,Plasma_IgG,10
19_28242,Germinal_Center_Plasma_IgM_B_cell,5
19_28244,T_cell,11
19_28245,unknown,14
19_28246,Plasma_IgG,10
19_28247,Tumor,12
19_28248,Tumor,12
19_28250,Plasma_IgG,10
19_28251,Plasma_IgG,10
19_28252,Plasma_IgG,10
19_28253,Tumor,12
19_28254,Tumor,12
19_28255,Plasma_IgG,10
19_28256,Tumor,12
19_28260,M1_macrophages,7
19_28264,Plasma_IgG,10
19_28265,Plasma_IgG,10
19_28266,Tumor,12
19_28267,Tumor,12
19_28271,unknown,14
19_28273,unknown,14
19_28274,M1_macrophages,7
19_28275,M1_macrophages,7
19_28276,Plasma_IgG,10
19_28279,Plasma_IgG,10
19_28280,Tumor,12
19_28281,Tumor,12
19_28284,Plasma_IgG,10
19_28285,Plasma_IgG,10
19_28287,T_cell,11
19_28289,High_Endothelial_Venules,6
19_28290,Plasma_IgG,10
19_28291,Tumor,12
19_28292,Tumor,12
19_28296,M1_macrophages,7
19_28297,unknown,14
19_28299,Tumor,12
19_28300,Tumor,12
19_28301,Tumor,12
19_28305,High_Endothelial_Venules,6
19_28306,Germinal_Center_Plasma_IgM_B_cell,5
19_28307,Plasma_IgG,10
19_28308,Plasma_IgG,10
19_28309,Plasma_IgG,10
19_28310,Plasma_IgG,10
19_28311,Tumor,12
19_28315,CAF,0
19_28316,Tumor,12
19_28317,M1_macrophages,7
19_28320,Plasma_IgG,10
19_28321,Tumor,12
19_28326,Plasma_IgG,10
19_28327,M1_macrophages,7
19_28329,Plasma_IgG,10
19_28330,Tumor,12
19_28331,T_cell,11
19_28335,unknown,14
19_28336,Plasma_IgG,10
19_28337,Tumor,12
19_28339,Plasma_IgA,9
19_28342,Plasma_IgG,10
19_28343,Tumor,12
19_28344,Plasma_IgG,10
19_28346,Tumor,12
19_28349,M1_macrophages,7
19_28350,Tumor,12
19_28354,Tumor,12
19_28356,unknown,14
19_28357,Plasma_IgG,10
19_28358,Plasma_IgG,10
19_28359,Tumor,12
19_28363,High_Endothelial_Venules,6
19_28364,unknown,14
19_28365,Cortex_CCL21,2
19_28368,High_Endothelial_Venules,6
19_28369,Plasma_IgG,10
19_28370,Tumor,12
19_28371,Tumor,12
19_28377,unknown,14
19_28378,M1_macrophages,7
19_28379,Tumor,12
19_28381,High_Endothelial_Venules,6
19_28382,High_Endothelial_Venules,6
19_28383,M1_macrophages,7
19_28385,Tumor,12
19_28386,Plasma_IgG,10
19_28390,Plasma_IgG,10
19_28391,Plasma_IgG,10
19_28392,Tumor,12
19_28393,Tumor,12
19_28395,Germinal_Center_Plasma_IgM_B_cell,5
19_28396,unknown,14
19_28399,Tumor,12
19_28400,Tumor,12
19_28402,Plasma_IgG,10
19_28403,Tumor,12
19_28406,unknown,14
19_28407,M1_macrophages,7
19_28408,CAF,0
19_28409,Tumor,12
19_28410,Plasma_IgG,10
19_28415,Plasma_IgA,9
19_28418,Plasma_IgG,10
19_28422,High_Endothelial_Venules,6
19_28423,Tumor,12
19_28425,Tumor,12
19_28429,High_Endothelial_Venules,6
19_28430,Plasma_IgG,10
19_28431,Tumor,12
19_28432,Tumor,12
19_28435,Plasma_IgG,10
19_28436,Plasma_IgG,10
19_28437,Tumor,12
19_28439,Plasma_IgG,10
19_28440,Tumor,12
19_28445,M1_macrophages,7
19_28446,unknown,14
19_28449,Plasma_IgG,10
19_28450,Plasma_IgG,10
19_28451,Tumor,12
19_28453,unknown,14
19_28454,M1_macrophages,7
19_28455,Tumor,12
19_28456,Plasma_IgG,10
19_28457,Plasma_IgG,10
19_28458,Tumor,12
19_28464,T_cell,11
19_28465,unknown,14
19_28466,Tumor,12
19_28467,Tumor,12
19_28468,Plasma_IgG,10
19_28469,Plasma_IgG,10
19_28470,Tumor,12
19_28473,Tumor,12
19_28474,High_Endothelial_Venules,6
19_28475,High_Endothelial_Venules,6
19_28476,unknown,14
19_28477,Tumor,12
19_28478,Tumor,12
19_28479,Plasma_IgG,10
19_28480,Germinal_Center_Plasma_IgM_B_cell,5
19_28481,Tumor,12
19_28484,unknown,14
19_28485,Plasma_IgG,10
19_28486,Plasma_IgG,10
19_28487,Tumor,12
19_28488,M1_macrophages,7
19_28489,Tumor,12
19_28493,High_Endothelial_Venules,6
19_28494,Plasma_IgG,10
19_28495,Plasma_IgG,10
19_28496,Plasma_IgG,10
19_28498,T_cell,11
19_28499,Plasma_IgG,10
19_28500,Plasma_IgG,10
19_28501,Tumor,12
19_28502,Tumor,12
19_28503,Tumor,12
19_28505,CAF,0
19_28506,Plasma_IgG,10
19_28507,Plasma_IgG,10
19_28511,High_Endothelial_Venules,6
19_28513,Fibroblasts,4
19_28514,Plasma_IgG,10
19_28515,Tumor,12
19_28516,Tumor,12
19_28517,Tumor,12
19_28521,Tumor,12
19_28523,unknown,14
19_28524,Tumor,12
19_28525,Tumor,12
19_28526,Plasma_IgG,10
19_28527,Plasma_IgG,10
19_28528,Plasma_IgG,10
19_28529,Plasma_IgG,10
19_28532,unknown,14
19_28533,Plasma_IgG,10
19_28534,M1_macrophages,7
19_28535,Plasma_IgG,10
19_28543,Plasma_IgG,10
19_28544,Plasma_IgG,10
19_28545,Tumor,12
19_28547,unknown,14
19_28550,Germinal_Center_Plasma_IgM_B_cell,5
19_28551,M1_macrophages,7
19_28553,Tumor,12
19_28554,Plasma_IgG,10
19_28555,Tumor,12
19_28556,Tumor,12
19_28559,Plasma_IgG,10
19_28561,CAM,1
19_28562,Tumor,12
19_28564,unknown,14
19_28565,Plasma_IgG,10
19_28566,Tumor,12
19_28568,Plasma_IgG,10
19_28569,Plasma_IgG,10
19_28570,T_cell,11
19_28571,CAF,0
19_28573,Tumor,12
19_28574,Tumor,12
19_28577,M1_macrophages,7
19_28579,Germinal_Center_Plasma_IgM_B_cell,5
19_28580,Plasma_IgG,10
19_28581,Plasma_IgG,10
19_28582,Plasma_IgG,10
19_28583,Tumor,12
19_28587,M1_macrophages,7
19_28588,unknown,14
19_28589,Germinal_Center_Plasma_IgM_B_cell,5
19_28592,Plasma_IgG,10
19_28593,Tumor,12
19_28597,unknown,14
19_28599,CAF,0
19_28600,unknown,14
19_28601,Tumor,12
19_28602,Tumor,12
19_28604,Plasma_IgG,10
19_28605,Plasma_IgG,10
19_28606,Tumor,12
19_28607,Tumor,12
19_28608,Tumor,12
19_28610,CAF,0
19_28611,Tumor,12
19_28612,Tumor,12
19_28615,Plasma_IgA,9
19_28616,Tumor,12
19_28617,Tumor,12
19_28618,Plasma_IgG,10
19_28620,Tumor,12
19_28621,Tumor,12
19_28623,unknown,14
19_28625,Plasma_IgG,10
19_28626,Tumor,12
19_28631,unknown,14
19_28632,Plasma_IgG,10
19_28634,Germinal_Center_Plasma_IgM_B_cell,5
19_28635,Plasma_IgG,10
19_28636,Tumor,12
19_28637,Plasma_IgG,10
19_28638,Plasma_IgG,10
19_28639,Tumor,12
19_28640,Tumor,12
19_28643,Tumor,12
19_28644,unknown,14
19_28645,Plasma_IgG,10
19_28648,CAF,0
19_28649,Plasma_IgG,10
19_28650,Plasma_IgG,10
19_28651,Plasma_IgG,10
19_28652,Tumor,12
19_28653,Tumor,12
19_28657,unknown,14
19_28658,Germinal_Center_Plasma_IgM_B_cell,5
19_28659,Plasma_IgG,10
19_28660,Plasma_IgG,10
19_28661,High_Endothelial_Venules,6
19_28662,CAM,1
19_28666,Plasma_IgG,10
19_28668,Plasma_IgG,10
19_28670,Plasma_IgG,10
19_28672,Plasma_IgG,10
19_28673,Plasma_IgG,10
19_28676,Plasma_IgG,10
19_28677,Plasma_IgG,10
19_28678,Plasma_IgG,10
19_28679,Tumor,12
19_28680,Tumor,12
19_28682,Tumor,12
19_28683,Plasma_IgG,10
19_28685,M1_macrophages,7
19_28686,Tumor,12
19_28687,Plasma_IgG,10
19_28689,Plasma_IgG,10
19_28690,Tumor,12
19_28691,Tumor,12
19_28692,unknown,14
19_28693,High_Endothelial_Venules,6
19_28694,Plasma_IgG,10
19_28695,Plasma_IgG,10
19_28697,High_Endothelial_Venules,6
19_28698,T_cell,11
19_28699,Plasma_IgG,10
19_28700,CAF,0
19_28703,Plasma_IgG,10
19_28708,Plasma_IgG,10
19_28709,Plasma_IgG,10
19_28710,Tumor,12
19_28712,High_Endothelial_Venules,6
19_28715,Plasma_IgG,10
19_28716,M1_macrophages,7
19_28717,Plasma_IgG,10
19_28718,Plasma_IgG,10
19_28721,Tumor,12
19_28722,Plasma_IgG,10
19_28727,High_Endothelial_Venules,6
19_28728,Tumor,12
19_28729,Tumor,12
19_28730,Tumor,12
19_28731,Tumor,12
19_28734,T_cell,11
19_28735,Cortex_CCL21,2
19_28736,Plasma_IgG,10
19_28737,Tumor,12
19_28738,Plasma_IgG,10
19_28741,Tumor,12
19_28746,M1_macrophages,7
19_28747,Tumor,12
19_28748,Plasma_IgG,10
19_28749,Tumor,12
19_28750,CAF,0
19_28751,Tumor,12
19_28753,unknown,14
19_28754,T_cell,11
19_28756,Plasma_IgG,10
19_28757,Plasma_IgG,10
19_28758,Tumor,12
19_28759,CAM,1
19_28761,Plasma_IgG,10
19_28762,Tumor,12
19_28763,Tumor,12
19_28764,Tumor,12
19_28765,Tumor,12
19_28767,Tumor,12
19_28768,Tumor,12
19_28770,High_Endothelial_Venules,6
19_28772,Plasma_IgG,10
19_28773,Tumor,12
19_28774,Plasma_IgG,10
19_28775,Tumor,12
19_28780,T_cell,11
19_28781,unknown,14
19_28782,Plasma_IgG,10
19_28783,Tumor,12
19_28784,Tumor,12
19_28787,Plasma_IgG,10
19_28788,Plasma_IgG,10
19_28789,Plasma_IgG,10
19_28792,M1_macrophages,7
19_28793,M1_macrophages,7
19_28794,Tumor,12
19_28795,Tumor,12
19_28796,Tumor,12
19_28797,Germinal_Center_Plasma_IgM_B_cell,5
19_28801,High_Endothelial_Venules,6
19_28803,Plasma_IgG,10
19_28804,CAF,0
19_28805,Tumor,12
19_28807,Tumor,12
19_28809,M1_macrophages,7
19_28810,Plasma_IgG,10
19_28811,Plasma_IgG,10
19_28813,Tumor,12
19_28814,Tumor,12
19_28818,Plasma_IgG,10
19_28819,Tumor,12
19_28821,unknown,14
19_28822,Tumor,12
19_28823,Plasma_IgG,10
19_28824,Plasma_IgG,10
19_28826,Plasma_IgA,9
19_28827,High_Endothelial_Venules,6
19_28829,Plasma_IgG,10
19_28831,Tumor,12
19_28832,Plasma_IgG,10
19_28833,Plasma_IgG,10
19_28834,Plasma_IgG,10
19_28836,Plasma_IgG,10
19_28837,Tumor,12
19_28843,High_Endothelial_Venules,6
19_28844,High_Endothelial_Venules,6
19_28846,Tumor,12
19_28847,Plasma_IgG,10
19_28849,Plasma_IgG,10
19_28850,Tumor,12
19_28852,Germinal_Center_Plasma_IgM_B_cell,5
19_28853,Tumor,12
19_28854,Plasma_IgG,10
19_28855,unknown,14
19_28856,unknown,14
19_28858,unknown,14
19_28860,Plasma_IgG,10
19_28862,Plasma_IgG,10
19_28864,Tumor,12
19_28865,Tumor,12
19_28868,M1_macrophages,7
19_28870,Plasma_IgG,10
19_28874,unknown,14
19_28875,Tumor,12
19_28880,unknown,14
19_28882,Plasma_IgG,10
19_28883,Tumor,12
19_28885,Tumor_Keratin_Pearl,13
19_28887,M1_macrophages,7
19_28888,Plasma_IgG,10
19_28889,Plasma_IgG,10
19_28891,T_cell,11
19_28893,unknown,14
19_28894,M1_macrophages,7
19_28895,Plasma_IgG,10
19_28897,High_Endothelial_Venules,6
19_28898,Tumor,12
19_28900,Tumor,12
19_28901,Tumor,12
19_28902,Tumor,12
19_28903,unknown,14
19_28905,Tumor,12
19_28906,Tumor,12
19_28910,Plasma_IgG,10
19_28911,Plasma_IgG,10
19_28912,Plasma_IgG,10
19_28913,Tumor,12
19_28914,Tumor,12
19_28915,Tumor,12
19_28920,M1_macrophages,7
19_28921,M1_macrophages,7
19_28923,Plasma_IgG,10
19_28924,Tumor,12
19_28925,Tumor,12
19_28926,M1_macrophages,7
19_28927,unknown,14
19_28928,M1_macrophages,7
19_28929,Plasma_IgG,10
19_28930,Tumor,12
19_28935,High_Endothelial_Venules,6
19_28937,Plasma_IgG,10
19_28938,Plasma_IgG,10
19_28940,Fibroblasts,4
19_28942,High_Endothelial_Venules,6
19_28944,Plasma_IgG,10
19_28946,Tumor,12
19_28947,Tumor,12
19_28948,Tumor,12
19_28949,Tumor,12
19_28950,Plasma_IgG,10
19_28951,unknown,14
19_28954,T_cell,11
19_28958,Tumor,12
19_28959,Plasma_IgG,10
19_28960,Plasma_IgG,10
19_28961,Tumor,12
19_28962,Tumor,12
19_28965,Fibroblasts,4
19_28966,Tumor,12
19_28967,CAF,0
19_28969,Tumor,12
19_28971,Tumor,12
19_28973,T_cell,11
19_28974,Tumor,12
19_28978,Plasma_IgG,10
19_28979,Tumor,12
19_28983,T_cell,11
19_28984,Tumor,12
19_28985,Plasma_IgG,10
19_28986,Plasma_IgG,10
19_28987,Tumor,12
19_28989,Tumor,12
19_28990,Plasma_IgG,10
19_28991,Plasma_IgG,10
19_28994,unknown,14
19_28995,Plasma_IgG,10
19_28998,High_Endothelial_Venules,6
19_28999,unknown,14
19_29000,T_cell,11
19_29001,Plasma_IgG,10
19_29003,Tumor,12
19_29007,Plasma_IgG,10
19_29008,Tumor,12
19_29009,unknown,14
19_29010,Plasma_IgG,10
19_29011,Tumor,12
19_29013,unknown,14
19_29014,Tumor,12
19_29015,Tumor,12
19_29018,Tumor,12
19_29020,Plasma_IgG,10
19_29021,Tumor,12
19_29025,High_Endothelial_Venules,6
19_29027,High_Endothelial_Venules,6
19_29030,Tumor,12
19_29031,M1_macrophages,7
19_29032,Plasma_IgG,10
19_29033,Plasma_IgG,10
19_29034,Tumor,12
19_29037,Plasma_IgA,9
19_29038,Plasma_IgG,10
19_29040,Tumor,12
19_29041,Germinal_Center_Plasma_IgM_B_cell,5
19_29042,Tumor,12
19_29043,Tumor,12
19_29045,M1_macrophages,7
19_29047,High_Endothelial_Venules,6
19_29048,T_cell,11
19_29049,M1_macrophages,7
19_29050,Tumor,12
19_29051,Tumor,12
19_29054,High_Endothelial_Venules,6
19_29055,High_Endothelial_Venules,6
19_29056,unknown,14
19_29057,M1_macrophages,7
19_29058,T_cell,11
19_29059,unknown,14
19_29060,Plasma_IgG,10
19_29061,Tumor,12
19_29063,Tumor,12
19_29064,Plasma_IgG,10
19_29065,High_Endothelial_Venules,6
19_29066,Tumor,12
19_29069,CAM,1
19_29070,unknown,14
19_29072,Plasma_IgG,10
19_29073,CAF,0
19_29074,Plasma_IgG,10
19_29075,Tumor,12
19_29076,T_cell,11
19_29077,Tumor,12
19_29078,Plasma_IgG,10
19_29079,Plasma_IgG,10
19_29081,Plasma_IgG,10
19_29083,Tumor,12
19_29086,Plasma_IgG,10
19_29087,Plasma_IgG,10
19_29089,Tumor,12
19_29095,Plasma_IgG,10
19_29096,Plasma_IgG,10
19_29097,Plasma_IgA,9
19_29098,Tumor,12
19_29104,Plasma_IgG,10
19_29106,unknown,14
19_29107,Tumor,12
19_29108,Tumor,12
19_29109,Tumor,12
19_29111,CAF,0
19_29113,Plasma_IgA,9
19_29114,unknown,14
19_29115,T_cell,11
19_29116,Plasma_IgG,10
19_29118,Germinal_Center_Plasma_IgM_B_cell,5
19_29120,Tumor,12
19_29121,unknown,14
19_29122,High_Endothelial_Venules,6
19_29123,M1_macrophages,7
19_29124,Plasma_IgG,10
19_29126,Plasma_IgG,10
19_29128,Tumor,12
19_29129,Tumor,12
19_29131,Tumor,12
19_29133,unknown,14
19_29134,Plasma_IgG,10
19_29135,Plasma_IgG,10
19_29136,Plasma_IgG,10
19_29137,Plasma_IgG,10
19_29138,Tumor,12
19_29140,Plasma_IgG,10
19_29141,Tumor,12
19_29144,Macrophages,8
19_29145,Tumor,12
19_29146,Plasma_IgG,10
19_29147,Plasma_IgG,10
19_29148,Tumor,12
19_29150,High_Endothelial_Venules,6
19_29151,M1_macrophages,7
19_29152,High_Endothelial_Venules,6
19_29153,Tumor,12
19_29154,Plasma_IgG,10
19_29155,Plasma_IgG,10
19_29156,T_cell,11
19_29157,Tumor,12
19_29158,CAM,1
19_29160,Germinal_Center_Plasma_IgM_B_cell,5
19_29161,unknown,14
19_29163,Plasma_IgG,10
19_29164,Plasma_IgG,10
19_29165,Plasma_IgG,10
19_29168,Fibroblasts,4
19_29170,CAF,0
19_29171,Plasma_IgG,10
19_29172,Plasma_IgG,10
19_29173,Tumor,12
19_29174,Tumor,12
19_29175,Tumor,12
19_29177,Fibroblasts,4
19_29178,Plasma_IgG,10
19_29179,Plasma_IgA,9
19_29180,Germinal_Center_Plasma_IgM_B_cell,5
19_29185,M1_macrophages,7
19_29186,unknown,14
19_29187,Tumor,12
19_29192,Plasma_IgG,10
19_29193,Plasma_IgG,10
19_29194,Plasma_IgG,10
19_29195,Germinal_Center_Plasma_IgM_B_cell,5
19_29196,Tumor,12
19_29200,unknown,14
19_29201,Plasma_IgG,10
19_29207,unknown,14
19_29208,Plasma_IgG,10
19_29209,Tumor,12
19_29210,Tumor,12
19_29214,T_cell,11
19_29216,M1_macrophages,7
19_29219,unknown,14
19_29220,T_cell,11
19_29221,M1_macrophages,7
19_29223,CAF,0
19_29225,Tumor,12
19_29229,T_cell,11
19_29230,Tumor,12
19_29231,Plasma_IgG,10
19_29232,Plasma_IgG,10
19_29236,Tumor,12
19_29237,Plasma_IgG,10
19_29238,Germinal_Center_Plasma_IgM_B_cell,5
19_29239,Tumor,12
19_29240,Tumor,12
19_29243,unknown,14
19_29244,Plasma_IgG,10
19_29246,High_Endothelial_Venules,6
19_29247,Plasma_IgG,10
19_29248,Tumor,12
19_29250,Plasma_IgG,10
19_29252,Plasma_IgG,10
19_29253,Tumor,12
19_29254,Plasma_IgG,10
19_29259,M1_macrophages,7
19_29260,High_Endothelial_Venules,6
19_29261,Tumor,12
19_29263,Fibroblasts,4
19_29264,unknown,14
19_29265,Plasma_IgG,10
19_29266,Tumor,12
19_29267,Plasma_IgG,10
19_29268,Plasma_IgG,10
19_29273,Plasma_IgG,10
19_29274,Plasma_IgG,10
19_29275,Tumor,12
19_29276,Tumor,12
19_29279,Plasma_IgA,9
19_29280,Tumor,12
19_29281,Plasma_IgA,9
19_29282,High_Endothelial_Venules,6
19_29283,M1_macrophages,7
19_29284,Plasma_IgG,10
19_29288,High_Endothelial_Venules,6
19_29289,Plasma_IgG,10
19_29290,Tumor,12
19_29291,Plasma_IgG,10
19_29294,Plasma_IgG,10
19_29295,Tumor,12
19_29298,Tumor,12
19_29299,Plasma_IgG,10
19_29300,Plasma_IgG,10
19_29301,Tumor,12
19_29302,Tumor,12
19_29304,unknown,14
19_29306,Plasma_IgG,10
19_29307,M1_macrophages,7
19_29308,Tumor,12
19_29312,T_cell,11
19_29313,Plasma_IgG,10
19_29315,T_cell,11
19_29316,Germinal_Center_Plasma_IgM_B_cell,5
19_29317,unknown,14
19_29318,Tumor,12
19_29320,T_cell,11
19_29321,T_cell,11
19_29322,unknown,14
19_29323,Plasma_IgA,9
19_29327,unknown,14
19_29329,Plasma_IgG,10
19_29330,Tumor,12
19_29334,Plasma_IgG,10
19_29335,unknown,14
19_29337,Tumor,12
19_29339,Germinal_Center_Plasma_IgM_B_cell,5
19_29340,Tumor,12
19_29347,High_Endothelial_Venules,6
19_29348,Plasma_IgG,10
19_29349,Tumor,12
19_29351,Tumor,12
19_29352,M1_macrophages,7
19_29354,M1_macrophages,7
19_29356,Plasma_IgG,10
19_29357,unknown,14
19_29359,Plasma_IgG,10
19_29360,Plasma_IgG,10
19_29361,Plasma_IgG,10
19_29362,Tumor,12
19_29365,Germinal_Center_Plasma_IgM_B_cell,5
19_29366,unknown,14
19_29367,Plasma_IgG,10
19_29368,Plasma_IgG,10
19_29373,unknown,14
19_29374,T_cell,11
19_29375,Tumor,12
19_29376,Tumor,12
19_29377,Tumor,12
19_29380,High_Endothelial_Venules,6
19_29381,Tumor,12
19_29382,Tumor,12
19_29384,CAF,0
19_29387,Plasma_IgG,10
19_29393,M1_macrophages,7
19_29395,Tumor,12
19_29397,Tumor,12
19_29399,T_cell,11
19_29400,High_Endothelial_Venules,6
19_29402,Germinal_Center_Plasma_IgM_B_cell,5
19_29403,Tumor,12
19_29408,T_cell,11
19_29409,Plasma_IgG,10
19_29410,T_cell,11
19_29411,Tumor,12
19_29412,Plasma_IgG,10
19_29417,CAF,0
